host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_maximum_nights,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_tenure_days,days_since_first_review,days_since_last_review,hostverif__email,hostverif__facebook,hostverif__government_id,hostverif__identity_manual,hostverif__jumio,hostverif__offline_government_id,hostverif__phone,hostverif__reviews,hostverif__selfie,hostverif__work_email,amenity__air_conditioning,amenity__baking_sheet,amenity__bathtub,amenity__bed_linens,amenity__body_soap,amenity__breakfast,amenity__cable_tv,amenity__carbon_monoxide_alarm,amenity__cleaning_products,amenity__coffee_maker,amenity__cooking_basics,amenity__crib,amenity__dedicated_workspace,amenity__dining_table,amenity__dishes_and_silverware,amenity__dishwasher,amenity__dryer,amenity__drying_rack_for_clothing,amenity__elevator,amenity__essentials,amenity__ethernet_connection,amenity__extra_pillows_and_blankets,amenity__fire_extinguisher,amenity__first_aid_kit,amenity__free_street_parking,amenity__freezer,amenity__hair_dryer,amenity__hangers,amenity__heating,amenity__high_chair,amenity__host_greets_you,amenity__hot_water,amenity__hot_water_kettle,amenity__iron,amenity__kitchen,amenity__lockbox,amenity__long_term_stays_allowed,amenity__luggage_dropoff_allowed,amenity__microwave,amenity__outdoor_furniture,amenity__oven,amenity__pack_’n_play_travel_crib,amenity__paid_parking_off_premises,amenity__patio_or_balcony,amenity__private_entrance,amenity__refrigerator,amenity__room_darkening_shades,amenity__shampoo,amenity__shower_gel,amenity__single_level_home,amenity__smoke_alarm,amenity__stove,amenity__tv,amenity__washer,amenity__wifi,amenity__wine_glasses,bath_count,bath_is_shared,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_cleansed_Acropolis,neighbourhood_cleansed_Agios Eleftherios,neighbourhood_cleansed_Agios Konstantinos-Vathis Square,neighbourhood_cleansed_Agios Nikolaos,neighbourhood_cleansed_Amerikis Square,neighbourhood_cleansed_Ampelokipoi,neighbourhood_cleansed_Ano Kypseli,neighbourhood_cleansed_Ano Patisia,neighbourhood_cleansed_Attiki Square,neighbourhood_cleansed_Commercial Triangle-Plaka,neighbourhood_cleansed_Ellinorosson,neighbourhood_cleansed_First Cemetery,neighbourhood_cleansed_Gazi,neighbourhood_cleansed_Gkyzi,neighbourhood_cleansed_Goudi,neighbourhood_cleansed_Gouva,neighbourhood_cleansed_Ilisia,neighbourhood_cleansed_Kerameikos,neighbourhood_cleansed_Kolokynthou,neighbourhood_cleansed_Kolonaki,neighbourhood_cleansed_Kolonos,neighbourhood_cleansed_Koukaki-Makrygianni,neighbourhood_cleansed_Kypseli,neighbourhood_cleansed_Larissis Station,neighbourhood_cleansed_Lycabettus,neighbourhood_cleansed_Museum-Exarchia-Neapoli,neighbourhood_cleansed_Nea Kypseli,neighbourhood_cleansed_Neos Kosmos,neighbourhood_cleansed_Nirvana,neighbourhood_cleansed_Pagrati,neighbourhood_cleansed_Patisia,neighbourhood_cleansed_Pedion Areos,neighbourhood_cleansed_Pentagon,neighbourhood_cleansed_Petralona,neighbourhood_cleansed_Plato Academy,neighbourhood_cleansed_Polygono,neighbourhood_cleansed_Prompona,neighbourhood_cleansed_Rigillis,neighbourhood_cleansed_Rizoupoli,neighbourhood_cleansed_Sepolia,neighbourhood_cleansed_Stadio,neighbourhood_cleansed_Thiseio,neighbourhood_cleansed_Votanikos,neighbourhood_cleansed_Zappeio,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
1.0,1.0,0,1.0,1,37.97513,23.75287,4,3.0,2.0,50.0,2,1125,1125,1,30,365,12,3,1,1,1,0,0,1.64,2785.0,2429.0,666.0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,3.0,1,37.987840000000006,23.73431,5,2.0,3.0,33.0,1,1125,1125,1,5,130,12,45,2,0,2,0,0,1.2,2780.0,2594.0,37.0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,1.0,1,37.98281,23.75282,3,1.0,1.0,78.0,1,1125,1125,1,0,1,12,0,0,1,1,0,0,3.8,2776.0,2591.0,725.0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.98,1,5.0,1,37.99428,23.72803,6,2.0,3.0,40.0,2,1125,1125,1,0,116,12,0,0,1,5,0,0,2.12,2776.0,2749.0,848.0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.96,1,2.0,1,37.96519,23.72328,4,2.0,4.0,70.0,2,1125,1125,1,0,0,12,20,4,1,1,0,0,3.5,3118.0,2657.0,41.0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.93,0,2.0,1,37.97727,23.72542,4,3.0,6.0,50.0,3,90,90,1,24,333,12,12,3,0,1,0,0,2.0,2773.0,2729.0,29.0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,1.0,1,37.9907,23.76005,3,1.0,1.0,40.0,2,90,1125,1,0,297,33,0,0,1,1,0,0,0.66,2784.0,1507.0,2209.0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,6.0,1,37.98886,23.76467,4,1.0,1.0,46.0,1,1125,1125,1,19,354,30,6,2,1,6,0,0,0.42,4431.0,2156.0,1975.0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,1.0,1,37.96623,23.72905,4,1.0,3.0,61.0,3,180,180,1,28,363,63,0,0,0,1,0,0,0.93,2766.0,2024.0,736.0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,4.0,1,37.97088,23.74184,3,1.0,2.0,34.0,3,65,1125,1,21,59,117,5,1,1,1,0,0,1.99,2768.0,1762.0,800.0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,2.0,1,37.97186,23.74679,2,1.0,1.0,19.0,2,20,1125,1,2,27,12,17,1,1,2,2,0,3.27,2760.0,2690.0,70.0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,1,2.0,1,37.97312,23.73227,5,1.0,2.0,61.0,2,1125,1125,1,2,212,12,32,1,1,1,0,0,4.06,2759.0,2710.0,28.0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,2.0,1,37.97159,23.74666,2,1.0,1.0,20.0,2,15,1125,1,9,42,12,11,2,1,2,2,0,3.02,2760.0,2710.0,80.0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0,1.0,0,37.99309,23.76877,7,3.0,5.0,50.0,2,1125,1125,1,30,365,75,0,0,0,1,0,0,0.86,4143.0,2604.0,752.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,3.0,1,37.97467,23.71731,4,1.0,2.0,34.0,3,180,1125,1,1,179,103,11,1,1,3,0,0,1.99,2809.0,1548.0,26.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,0.97,1,67.0,1,37.97866,23.72512,4,2.0,3.0,66.0,3,1125,1125,1,12,234,102,14,6,1,40,0,0,1.31,3631.0,2341.0,3.0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.75,0,1.0,1,37.99516,23.765320000000003,6,2.0,5.0,64.0,3,1125,1125,1,0,319,52,3,1,0,1,0,0,0.69,2748.0,2269.0,24.0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1.5,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.98,1,6.0,1,37.97472,23.73228,2,1.0,1.0,76.0,2,30,1125,1,21,356,12,37,8,1,6,0,0,2.9,2745.0,2730.0,5.0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,5.0,1,37.97971,23.72792,7,2.0,3.0,100.0,1,1125,1125,1,5,66,12,1,1,1,5,0,0,2.37,3528.0,2660.0,799.0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,1.0,1,37.97158,23.73024,4,2.0,3.0,95.0,2,180,1125,1,5,116,12,19,3,1,1,0,0,2.3,2757.0,2682.0,34.0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0,4.0,1,37.97469,23.734720000000003,2,1.0,1.0,50.0,1,1125,1125,1,30,365,9,0,0,0,1,0,0,0.1,3965.0,2716.0,1960.0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0,1.0,0,37.98546,23.73769,2,1.0,1.0,59.0,2,1125,1125,1,14,349,25,0,0,0,1,0,0,0.28,3128.0,2703.0,1625.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.88,0,5.0,1,38.00135,23.71638,7,2.0,0.0,27.0,1,1125,1125,1,0,298,12,0,0,1,3,0,0,4.51,2752.0,2688.0,849.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,1.0,1,37.96057,23.73901,4,1.0,2.0,78.0,3,1125,1125,1,29,364,12,1,0,0,1,0,0,2.15,2853.0,2577.0,468.0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.96,0.86,1,5.0,1,37.97296,23.72936,2,1.0,1.0,70.0,2,30,1125,1,5,284,12,35,8,0,2,0,0,1.83,3823.0,2713.0,17.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,4.0,1,37.97078,23.74298,2,1.0,1.0,78.0,2,1125,1125,1,26,361,119,2,0,0,1,0,0,1.45,2919.0,2468.0,141.0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5,0.5,0,2.0,0,37.97809,23.72315,2,1.0,1.0,35.0,1,20,20,1,0,239,12,0,0,0,2,1,0,2.15,2730.0,2650.0,662.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0,1.0,1,37.97004,23.74462,2,1.0,1.0,30.0,2,15,15,1,0,0,113,0,0,1,1,0,0,1.43,2729.0,2371.0,432.0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0.0,0,1.0,0,37.99041,23.74012,4,2.0,2.0,27.0,2,1125,1125,1,8,320,21,0,0,0,1,0,0,0.55,2723.0,1136.0,1224.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,15.0,1,37.97811,23.72375,5,1.0,3.0,120.0,2,1125,1125,1,25,343,1,1,1,1,13,0,0,1.0,3462.0,29.0,29.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,1,4.0,1,37.96281,23.718120000000003,3,1.0,1.0,35.0,2,365,1125,1,0,140,12,34,4,1,1,0,0,3.32,2776.0,2663.0,78.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,1.0,0,37.96803,23.73615,2,1.0,1.0,60.0,2,365,365,1,30,365,0,0,0,0,1,0,0,1.2,2710.0,876.0,87.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1.0,1.0,0,3.0,1,37.97683,23.72293,4,1.0,2.0,50.0,1,365,1125,1,30,365,107,5,0,1,2,0,0,1.35,3109.0,2385.0,51.0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,1.0,0,1.0,0,38.00328,23.72694,4,2.0,4.0,48.0,1,1125,1125,0,0,0,0,0,0,0,1,0,0,1.2,2709.0,876.0,87.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,15.0,1,37.97748,23.72498,4,1.0,2.0,140.0,2,1125,1125,1,20,332,3,0,0,1,13,0,0,0.04,3462.0,2561.0,1463.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,0,15.0,1,37.97755,23.72375,5,1.0,3.0,126.0,2,1125,1125,1,19,336,10,0,0,1,13,0,0,0.11,3462.0,2684.0,2311.0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
